"Student_ID","Age","Gender","Academic_Level","Country","Avg_Daily_Usage_Hours","Most_Used_Platform","Sleep_Hours_Per_Night","Mental_Health_Score","Relationship_Status","Conflicts_Over_Social_Media","Addicted_Score","Social_Media_Burnout"
2930,21,"Male","Graduate","Finland",5.1,"VKontakte",6,5,"In Relationship",3,5,"Moderate"
7426,21,"Male","Undergraduate","France",5.8,"LINE",8.1,5,"In Relationship",5,5,"High"
6176,20,"Female","Undergraduate","Sri Lanka",5.7,"Facebook",5.7,5,"In Relationship",2,7,"High"
7336,21,"Male","Graduate","UK",3.8,"Facebook",8,8,"In Relationship",4,5,"Low"
1670,21,"Male","Graduate","Lithuania",4.5,"Facebook",6.1,7,"Single",2,5,"Low"
6659,19,"Female","High School","Thailand",5.8,"Facebook",8.7,8,"Single",3,5,"Low"
5818,19,"Female","Undergraduate","Panama",4.2,"Facebook",5.2,6,"Single",3,9,"High"
6651,20,"Female","Undergraduate","Sri Lanka",3.8,"LinkedIn",5.3,7,"In Relationship",4,7,"High"
8868,19,"Female","Undergraduate","India",5.6,"Instagram",5.4,5,"In Relationship",4,5,"High"
872,20,"Female","Undergraduate","Russia",4.7,"Instagram",7.2,6,"Single",2,7,"Moderate"
6282,21,"Male","Graduate","Denmark",4.4,"Snapchat",4.7,4,"In Relationship",2,8,"High"
5567,22,"Male","Graduate","Spain",3.1,"Facebook",7,4,"Single",4,8,"Moderate"
9839,20,"Female","Undergraduate","Turkey",4.4,"Instagram",7.3,5,"Single",3,7,"Moderate"
8788,19,"Female","Undergraduate","India",6.3,"TikTok",7.2,5,"Single",4,8,"High"
570,21,"Male","Undergraduate","Nepal",4.4,"Instagram",7.1,8,"Single",2,8,"Moderate"
5620,21,"Male","Graduate","France",5.1,"TikTok",7.7,7,"In Relationship",2,5,"Low"
185,23,"Female","Graduate","France",4.4,"TikTok",6.6,7,"Single",2,5,"Low"
4838,21,"Male","Graduate","USA",6.2,"Facebook",8.1,7,"Single",2,9,"Low"
4692,22,"Male","Graduate","Sri Lanka",7.4,"TikTok",7.3,7,"Single",2,4,"Moderate"
8977,21,"Male","Graduate","Pakistan",4.7,"Instagram",5.2,5,"Single",4,8,"High"
2063,19,"Female","Undergraduate","Switzerland",3.8,"Instagram",8.3,4,"Single",4,7,"High"
5075,20,"Female","Undergraduate","Turkey",3.7,"TikTok",6,8,"In Relationship",2,5,"Moderate"
5895,20,"Female","Undergraduate","Pakistan",5.1,"TikTok",8.1,6,"Single",2,7,"Moderate"
1070,22,"Male","Graduate","Pakistan",5.9,"TikTok",7.6,5,"Single",3,7,"Moderate"
1658,21,"Male","Graduate","New Zealand",5.5,"WhatsApp",4.1,6,"Single",1,5,"High"
5889,21,"Male","Graduate","India",4.6,"Instagram",8.1,6,"Single",3,7,"Low"
6941,22,"Male","Graduate","Montenegro",4.3,"VKontakte",5.2,5,"Single",1,7,"Moderate"
1974,20,"Female","Undergraduate","France",3.9,"TikTok",8.7,5,"Single",1,6,"Low"
9046,19,"Female","Undergraduate","Switzerland",4.1,"Instagram",6,7,"Single",1,5,"Moderate"
6243,21,"Male","Graduate","Sri Lanka",3.9,"TikTok",7,5,"Single",3,5,"Low"
1021,19,"Female","Undergraduate","Canada",4.1,"LinkedIn",7,6,"In Relationship",3,6,"Moderate"
5328,22,"Male","Graduate","Pakistan",4.9,"Instagram",7.3,6,"Single",3,8,"Low"
4598,22,"Male","Graduate","Switzerland",5.9,"Facebook",6.9,5,"Single",1,7,"Moderate"
4111,21,"Male","Graduate","Nepal",4.2,"KakaoTalk",8.3,7,"In Relationship",3,7,"Low"
8912,18,"Male","High School","Ecuador",4.4,"Facebook",6.6,8,"Single",2,4,"Low"
5392,19,"Female","Undergraduate","Italy",4.2,"TikTok",6.5,5,"In Relationship",2,7,"High"
8694,22,"Male","Graduate","Spain",3.5,"TikTok",6.1,6,"Single",1,7,"Low"
6626,19,"Female","Undergraduate","Brazil",5.4,"Instagram",8.8,7,"Single",4,9,"High"
4947,23,"Female","Graduate","UK",6.5,"TikTok",8.6,8,"Single",4,5,"Moderate"
3434,21,"Male","Graduate","Russia",3.1,"Facebook",8.4,8,"Single",3,8,"Low"
4687,19,"Female","Undergraduate","Belarus",4.1,"Instagram",8.2,6,"Single",2,7,"Low"
2522,21,"Male","Undergraduate","Pakistan",4,"Facebook",7.5,7,"Single",3,5,"Low"
9267,21,"Male","Undergraduate","India",3.3,"WhatsApp",9,5,"Single",2,8,"Moderate"
1613,19,"Female","Undergraduate","South Korea",4.6,"Instagram",7.1,8,"Single",3,7,"Moderate"
5360,19,"Female","Undergraduate","Mexico",6.5,"Instagram",6.7,8,"Single",3,6,"High"
5474,22,"Male","Graduate","Russia",3.1,"Twitter",8.2,7,"In Relationship",2,4,"Low"
9228,22,"Male","Graduate","India",3.3,"Instagram",7.3,6,"In Relationship",2,7,"Low"
7711,20,"Male","Undergraduate","China",3.1,"Instagram",7.6,8,"Single",3,8,"Moderate"
3223,20,"Female","Undergraduate","Bangladesh",5.6,"Instagram",8.6,6,"In Relationship",4,8,"High"
3100,19,"Female","Undergraduate","India",6.7,"Instagram",5.2,6,"In Relationship",2,9,"High"
1035,21,"Female","Undergraduate","Latvia",7.2,"Facebook",9.3,7,"Single",5,9,"High"
8142,19,"Female","Undergraduate","Russia",5.5,"Instagram",7.1,6,"Single",2,8,"Moderate"
6365,20,"Female","Undergraduate","UK",4.6,"Instagram",5.8,7,"Single",2,8,"Moderate"
3842,20,"Female","Undergraduate","Denmark",6.1,"TikTok",6,6,"Single",2,4,"High"
3264,22,"Male","Graduate","Sri Lanka",5.7,"TikTok",6.8,6,"Single",2,4,"Moderate"
1198,21,"Female","Graduate","Bangladesh",4.5,"Facebook",6.5,5,"Single",2,8,"Low"
668,22,"Male","Graduate","Turkey",6,"Facebook",6.6,6,"In Relationship",4,7,"Low"
7151,21,"Male","Graduate","USA",4,"Instagram",6.7,7,"In Relationship",1,5,"Low"
9084,21,"Female","Undergraduate","USA",5.1,"Instagram",8.2,5,"Single",4,9,"High"
2551,20,"Female","Undergraduate","Italy",4.5,"TikTok",7.5,4,"Single",2,6,"High"
2621,22,"Male","Graduate","Bosnia",7.5,"Instagram",7.2,7,"In Relationship",4,7,"Moderate"
5610,19,"Female","Undergraduate","France",4.7,"TikTok",7.2,5,"Single",2,7,"Moderate"
4022,22,"Male","Graduate","Paraguay",5.3,"Instagram",7.1,7,"Single",2,7,"Low"
5494,19,"Male","Undergraduate","New Zealand",4.9,"VKontakte",6.8,7,"In Relationship",2,8,"Moderate"
3483,20,"Female","High School","Australia",5.8,"TikTok",7.9,5,"Complicated",3,7,"Low"
1014,20,"Female","Undergraduate","France",8.2,"Instagram",4.7,4,"Single",4,6,"High"
8737,22,"Male","Graduate","UK",4,"TikTok",6.9,7,"Single",4,9,"Low"
94,21,"Male","Graduate","Switzerland",4.5,"Facebook",5.2,8,"Single",3,6,"Moderate"
4193,22,"Male","Graduate","Ireland",4.9,"Snapchat",6.6,7,"Single",3,7,"Low"
254,18,"Female","High School","Malaysia",4.4,"TikTok",5.9,5,"Single",3,3,"Low"
4334,22,"Male","Graduate","Italy",4.5,"Facebook",6.9,6,"In Relationship",3,5,"Low"
3671,24,"Female","Graduate","Tajikistan",4,"TikTok",5.8,6,"Complicated",2,8,"Low"
3418,19,"Female","Undergraduate","Andorra",3.6,"TikTok",7.5,6,"Single",3,8,"Moderate"
3775,19,"Male","High School","Turkey",6.7,"Instagram",8.7,5,"In Relationship",4,7,"Moderate"
8626,21,"Male","Graduate","Japan",4.2,"TikTok",6.3,6,"Single",3,5,"Low"
3400,20,"Female","Undergraduate","Turkey",6.8,"Twitter",7.5,7,"Single",3,8,"High"
5044,22,"Male","Graduate","Switzerland",3.5,"TikTok",7,5,"In Relationship",2,4,"Low"
7907,19,"Male","Undergraduate","USA",4.1,"Instagram",5.3,6,"Single",2,8,"Moderate"
7888,21,"Male","Undergraduate","Turkey",5.8,"TikTok",8.1,5,"In Relationship",4,9,"High"
7741,22,"Male","Graduate","Poland",4.4,"TikTok",8,6,"Single",4,7,"Low"
3830,20,"Male","Undergraduate","Canada",2.8,"TikTok",6.5,7,"Single",2,7,"Moderate"
8662,19,"Male","Undergraduate","Mexico",5.3,"Instagram",5.6,8,"Complicated",1,7,"High"
3566,22,"Male","Graduate","Australia",4.7,"WhatsApp",7.3,5,"Complicated",3,7,"Low"
3020,19,"Male","Undergraduate","Japan",3.4,"Facebook",5.5,7,"Single",3,5,"Moderate"
7009,21,"Male","Graduate","China",3.7,"Snapchat",7.7,5,"Single",3,5,"Low"
7070,19,"Male","Undergraduate","Sri Lanka",3.2,"Instagram",9.2,5,"Single",4,8,"High"
9654,19,"Female","Undergraduate","Netherlands",4,"WhatsApp",5.5,7,"In Relationship",4,7,"High"
1980,22,"Male","Graduate","Denmark",4.5,"Instagram",6.8,7,"Single",4,7,"Low"
5556,20,"Female","Undergraduate","Ireland",4.9,"Instagram",6.8,6,"In Relationship",3,5,"High"
5868,20,"Female","Undergraduate","Vietnam",6.4,"TikTok",5.3,6,"Complicated",2,8,"High"
7788,21,"Male","Graduate","Netherlands",2.6,"Instagram",7.9,5,"Single",3,8,"Low"
6266,20,"Female","Undergraduate","Turkey",4.6,"WeChat",6.4,5,"In Relationship",4,8,"High"
6255,20,"Female","Undergraduate","Bangladesh",5.5,"Instagram",5.9,5,"In Relationship",3,8,"High"
8272,20,"Female","Undergraduate","China",3.3,"Facebook",8.8,7,"In Relationship",4,7,"High"
8959,21,"Female","Undergraduate","South Korea",4.5,"Instagram",7.8,8,"In Relationship",3,4,"Moderate"
3599,20,"Female","Undergraduate","Pakistan",3.7,"Instagram",7.8,4,"Single",3,8,"High"
1734,22,"Female","Graduate","Russia",2.5,"TikTok",6.3,8,"Single",1,8,"Low"
1161,22,"Male","Graduate","Maldives",4.3,"Instagram",5.9,7,"Single",3,7,"Low"
6936,22,"Male","Graduate","USA",3.5,"Instagram",5.3,5,"In Relationship",3,7,"Moderate"
9902,21,"Male","Graduate","Russia",5.3,"Twitter",8.8,8,"In Relationship",3,7,"Low"
7185,21,"Male","Graduate","USA",5.3,"Facebook",9.1,6,"Single",4,7,"Low"
6628,21,"Male","Graduate","South Korea",4.4,"TikTok",8.7,5,"Single",3,5,"Low"
6485,20,"Female","Undergraduate","Turkey",7,"Instagram",4.8,8,"In Relationship",2,7,"High"
8493,19,"Male","Undergraduate","France",2.9,"TikTok",7.4,6,"Single",2,7,"Low"
3877,19,"Female","Undergraduate","Mexico",4.3,"Facebook",5.5,6,"Single",2,7,"Moderate"
311,19,"Female","Undergraduate","Italy",6.4,"Facebook",6.1,4,"Single",2,6,"High"
683,22,"Male","Graduate","Japan",6.3,"TikTok",7.9,5,"In Relationship",3,7,"Moderate"
6953,19,"Female","Undergraduate","Nepal",4.2,"Instagram",6.6,7,"Single",2,6,"Moderate"
5406,24,"Male","Graduate","Ghana",4.3,"Instagram",7.9,6,"Single",2,5,"Low"
7442,19,"Male","Undergraduate","Canada",6.4,"TikTok",7.7,8,"Single",4,7,"High"
566,21,"Female","Graduate","Poland",5.4,"TikTok",7,5,"In Relationship",4,7,"Moderate"
7192,24,"Male","Graduate","Japan",4.1,"Instagram",7.4,7,"Single",2,8,"Low"
603,22,"Male","Graduate","Mexico",5.5,"Facebook",6.2,8,"In Relationship",2,7,"Low"
6039,20,"Male","Undergraduate","UK",4.2,"Instagram",7.2,7,"In Relationship",3,7,"Moderate"
3183,19,"Male","Undergraduate","USA",7.3,"Twitter",6.9,5,"In Relationship",2,5,"High"
2038,24,"Male","Graduate","Russia",6.1,"WhatsApp",6.9,5,"Single",1,8,"Moderate"
4320,22,"Male","Graduate","Malaysia",5.6,"Facebook",6,7,"Single",3,6,"Moderate"
9096,20,"Female","Undergraduate","Italy",4.2,"TikTok",7.1,5,"In Relationship",3,9,"High"
528,19,"Female","Undergraduate","Canada",4.2,"Instagram",8.9,5,"In Relationship",3,5,"High"
5381,23,"Male","Graduate","UK",2.9,"Facebook",5,7,"In Relationship",4,7,"Moderate"
7932,22,"Male","Graduate","India",2.9,"Twitter",7.3,4,"In Relationship",3,5,"Moderate"
4346,19,"Female","Undergraduate","Germany",4.4,"TikTok",7.7,5,"In Relationship",3,9,"High"
2184,21,"Female","Graduate","Mexico",3.5,"Instagram",5.7,4,"Single",3,8,"High"
933,21,"Male","Graduate","India",5.2,"LINE",8.3,5,"In Relationship",4,5,"Low"
5199,20,"Female","Undergraduate","Bangladesh",4.4,"TikTok",8.3,7,"In Relationship",2,8,"Moderate"
4247,22,"Male","Graduate","Mexico",4.6,"WhatsApp",7.5,6,"Single",1,7,"Low"
4125,19,"Male","Undergraduate","Bangladesh",8.3,"Facebook",8.3,6,"Single",2,5,"High"
3920,19,"Female","Undergraduate","Mexico",4.8,"TikTok",6.1,6,"Single",1,7,"Moderate"
6622,21,"Male","Graduate","Spain",5.4,"Instagram",5.4,7,"In Relationship",2,4,"Moderate"
1319,22,"Female","Graduate","China",4.9,"Facebook",6.7,8,"Single",3,7,"Low"
8347,19,"Female","Undergraduate","Poland",4.5,"TikTok",8.8,7,"Single",1,7,"Low"
5012,21,"Male","Graduate","Italy",5.2,"TikTok",5.2,5,"In Relationship",3,8,"High"
2562,19,"Female","Undergraduate","Canada",5.8,"Facebook",3.9,7,"Single",5,4,"High"
190,21,"Male","Graduate","Switzerland",3.8,"TikTok",5.3,7,"In Relationship",4,8,"Moderate"
9971,21,"Male","Undergraduate","Netherlands",4.5,"Facebook",6,8,"In Relationship",3,4,"High"
8022,19,"Female","Undergraduate","Mexico",5,"TikTok",6.8,8,"Single",4,6,"High"
93,20,"Female","Undergraduate","Bangladesh",4.5,"Instagram",7.2,6,"Single",2,7,"Moderate"
2800,20,"Female","Undergraduate","Canada",7.8,"TikTok",6.9,6,"Single",4,6,"High"
2103,22,"Male","Graduate","India",7.3,"WhatsApp",8,4,"Single",2,7,"High"
665,23,"Female","Graduate","Sri Lanka",7,"TikTok",5.5,7,"In Relationship",3,5,"High"
937,22,"Male","Graduate","Switzerland",5,"Instagram",8.5,6,"Single",2,6,"Low"
1877,19,"Female","Undergraduate","UK",4.4,"WhatsApp",7.1,5,"Single",4,7,"High"
96,21,"Female","Undergraduate","Ireland",4.5,"TikTok",7.9,5,"Complicated",4,7,"High"
4272,21,"Female","Undergraduate","Switzerland",6.7,"TikTok",5.8,5,"Single",3,9,"High"
7938,23,"Female","Graduate","Italy",2.9,"Instagram",6,8,"In Relationship",3,5,"Low"
5431,20,"Female","Undergraduate","Spain",2.7,"TikTok",7.3,5,"Single",5,7,"High"
8109,20,"Female","Undergraduate","Italy",4.8,"KakaoTalk",8.1,7,"Single",3,7,"Moderate"
3350,21,"Male","Graduate","Denmark",5.6,"TikTok",6.8,7,"In Relationship",3,5,"Low"
2089,22,"Male","Graduate","South Korea",5.9,"Facebook",7.6,8,"Single",4,7,"Low"
6944,21,"Male","Graduate","North Macedonia",4.9,"TikTok",9,8,"In Relationship",4,4,"Low"
579,21,"Male","Graduate","India",5.2,"KakaoTalk",7.7,5,"Single",1,7,"Low"
4877,21,"Male","Graduate","Turkey",3.3,"KakaoTalk",5.6,7,"Single",1,8,"Low"
5515,21,"Male","Graduate","Ghana",4.1,"Instagram",4.9,7,"Single",3,5,"Moderate"
641,21,"Male","Graduate","Poland",5.5,"Facebook",6.8,5,"In Relationship",3,9,"Moderate"
3254,21,"Male","Graduate","France",4.7,"WhatsApp",7.6,8,"Single",2,5,"Low"
503,21,"Male","Graduate","South Korea",6.1,"VKontakte",6.5,6,"Single",3,5,"Moderate"
4337,21,"Female","Undergraduate","Sri Lanka",4.6,"Instagram",7.4,8,"In Relationship",3,4,"Moderate"
1984,21,"Male","Graduate","Canada",3.3,"WeChat",6.5,9,"Single",4,4,"Low"
2350,19,"Female","Undergraduate","Turkey",2.6,"WhatsApp",7.7,5,"In Relationship",4,4,"High"
813,20,"Male","Undergraduate","Chile",4.5,"Facebook",5.1,8,"Single",3,9,"High"
9878,19,"Female","Undergraduate","USA",5.7,"Facebook",4.9,7,"In Relationship",4,5,"High"
2295,21,"Male","Graduate","Japan",5.2,"Instagram",5.6,7,"Single",3,5,"Moderate"
9924,22,"Male","Graduate","Spain",3.5,"LinkedIn",7.2,5,"In Relationship",4,9,"Low"
7100,21,"Male","Graduate","Spain",3.7,"Instagram",8.5,7,"In Relationship",1,6,"Low"
839,20,"Female","Undergraduate","Pakistan",5.2,"Facebook",7.5,7,"In Relationship",4,5,"High"
7302,19,"Female","Undergraduate","South Korea",4.4,"Facebook",8.2,7,"Single",2,7,"Low"
9939,22,"Male","Graduate","Poland",4.5,"Twitter",5,7,"Single",3,7,"Moderate"
637,20,"Female","Undergraduate","New Zealand",4.8,"Instagram",5.2,8,"Single",3,8,"High"
1693,21,"Male","Graduate","UAE",6.9,"TikTok",7.4,6,"In Relationship",3,5,"Moderate"
216,22,"Male","Graduate","France",6.5,"WhatsApp",8,6,"Single",1,9,"Low"
5808,20,"Female","Undergraduate","Estonia",3.3,"Instagram",6.7,6,"In Relationship",2,7,"Moderate"
9423,20,"Female","Undergraduate","Japan",5.4,"Instagram",6.1,7,"In Relationship",3,6,"High"
8401,21,"Female","Graduate","Canada",6,"WeChat",7,5,"In Relationship",3,7,"Moderate"
9774,22,"Male","Graduate","Spain",6.9,"Instagram",7.8,6,"In Relationship",1,5,"Moderate"
638,20,"Female","Undergraduate","South Korea",7.1,"Facebook",5.1,8,"In Relationship",4,8,"High"
5060,24,"Male","Graduate","Canada",3.6,"TikTok",6,8,"Single",2,4,"Low"
7181,19,"Female","Undergraduate","Spain",4.8,"WhatsApp",8.2,6,"In Relationship",3,4,"Moderate"
7092,19,"Female","Undergraduate","UAE",2.7,"TikTok",7,6,"Single",3,6,"Moderate"
3689,21,"Male","Undergraduate","UK",2.1,"LinkedIn",5.3,8,"Single",5,8,"High"
8922,24,"Male","Graduate","Slovenia",4.6,"Facebook",7.6,5,"Single",4,5,"Low"
6177,20,"Female","Undergraduate","Nepal",5.4,"Instagram",4.6,6,"In Relationship",3,4,"High"
9240,19,"Female","Undergraduate","India",4.6,"Instagram",6.9,6,"In Relationship",4,7,"High"
441,20,"Female","Undergraduate","Denmark",4.2,"WhatsApp",6.3,8,"In Relationship",3,7,"Moderate"
4936,20,"Female","Undergraduate","Italy",4.6,"Instagram",6.5,4,"Complicated",3,4,"High"
5928,19,"Female","Undergraduate","Japan",6.2,"Facebook",7.7,5,"Single",3,9,"High"
7495,20,"Female","Undergraduate","Mexico",4.8,"Facebook",6.1,7,"Single",3,8,"Moderate"
6352,19,"Female","Undergraduate","Denmark",2.9,"WeChat",7.3,7,"Single",1,5,"Low"
9401,22,"Male","Graduate","Nepal",4.7,"Facebook",8.3,8,"Single",2,8,"Low"
9742,19,"Female","Undergraduate","Malaysia",4.6,"Instagram",7.5,5,"In Relationship",3,8,"High"
1054,18,"Female","High School","Singapore",5.2,"TikTok",6.7,6,"In Relationship",2,7,"Low"
9071,22,"Male","Graduate","Spain",4.1,"WhatsApp",6.5,5,"Single",3,7,"Low"
1819,20,"Female","Undergraduate","Pakistan",5.8,"Facebook",7.3,7,"Single",2,5,"Moderate"
7922,20,"Female","Undergraduate","Peru",4.6,"WeChat",4.7,6,"Single",3,8,"High"
7262,19,"Female","Undergraduate","France",7.7,"Instagram",6.2,7,"Single",4,7,"High"
6124,20,"Female","Undergraduate","India",5.7,"TikTok",6,6,"In Relationship",3,9,"High"
1286,21,"Male","Graduate","India",3.7,"Instagram",6.4,6,"In Relationship",3,4,"Low"
7184,20,"Female","Undergraduate","Bangladesh",7,"Facebook",5.8,4,"In Relationship",3,6,"High"
259,19,"Female","Undergraduate","Canada",2.7,"WhatsApp",8.5,6,"Single",1,8,"Low"
1671,21,"Male","Graduate","Pakistan",7.8,"TikTok",6.2,8,"In Relationship",4,5,"High"
9696,23,"Female","Graduate","Bangladesh",4.7,"Facebook",8.2,8,"In Relationship",3,7,"Low"
9238,19,"Female","Undergraduate","India",7.8,"TikTok",4.7,5,"Single",3,8,"High"
318,20,"Female","Undergraduate","Switzerland",3.8,"Twitter",7.4,6,"In Relationship",2,3,"Low"
7119,20,"Female","Undergraduate","Monaco",5.4,"Facebook",5.7,5,"Single",4,8,"High"
9414,24,"Female","Graduate","Ireland",4.4,"TikTok",8.1,6,"Single",2,8,"Low"
1291,21,"Male","Graduate","Brazil",6,"WhatsApp",7.8,7,"Single",2,4,"Low"
9690,19,"Female","High School","Canada",2.3,"Instagram",8.2,8,"Single",4,8,"Low"
471,22,"Male","Graduate","Chile",3.8,"TikTok",6.1,7,"Single",4,4,"Low"
2838,22,"Male","Graduate","South Korea",6.7,"Instagram",6,7,"Single",3,4,"High"
6393,19,"Female","Undergraduate","Switzerland",4.3,"Instagram",7.3,8,"In Relationship",1,5,"Low"
9755,22,"Male","Graduate","France",2.6,"Instagram",6.2,7,"Single",3,5,"Low"
889,23,"Female","Graduate","Japan",4.2,"Facebook",7.2,6,"Single",3,7,"Low"
2467,22,"Male","Graduate","UAE",4.9,"Instagram",6.1,7,"In Relationship",2,8,"Moderate"
3769,21,"Female","Graduate","Russia",4.3,"Facebook",6,6,"Single",3,6,"Low"
8648,22,"Male","Graduate","France",4,"Instagram",6.9,6,"Single",4,4,"Low"
684,22,"Male","Graduate","Italy",2.9,"TikTok",7.3,7,"In Relationship",2,8,"Low"
3346,21,"Male","Graduate","Canada",4,"TikTok",7.9,6,"In Relationship",3,8,"Low"
8154,20,"Male","Undergraduate","India",4.4,"WhatsApp",7.6,7,"Complicated",3,6,"High"
5739,20,"Female","Undergraduate","Denmark",3.6,"Facebook",7.9,7,"Single",3,7,"Low"
6198,20,"Female","Undergraduate","Russia",7,"Instagram",7.3,7,"In Relationship",2,5,"High"
9536,21,"Female","Graduate","USA",2.9,"Facebook",6.7,7,"Single",2,7,"Low"
5377,19,"Male","Undergraduate","China",3.5,"Facebook",6.5,6,"In Relationship",2,7,"Moderate"
8551,19,"Female","Undergraduate","India",3.4,"YouTube",7.1,5,"In Relationship",3,5,"Moderate"
2059,21,"Male","Graduate","Canada",4.3,"TikTok",8.8,6,"Single",2,7,"Low"
1654,22,"Male","Graduate","Denmark",8.2,"Instagram",8,8,"Single",0,5,"High"
5263,24,"Male","Graduate","India",7,"TikTok",7.3,5,"Single",2,4,"High"
3283,19,"Female","Undergraduate","USA",3.6,"Facebook",8.3,8,"Complicated",4,5,"High"
1949,20,"Female","Undergraduate","Malaysia",6.1,"Instagram",7.6,6,"In Relationship",2,5,"High"
4594,19,"Female","Undergraduate","UK",4.2,"Twitter",6.5,7,"Single",4,6,"Moderate"
5352,19,"Female","High School","Maldives",5.6,"Instagram",7.3,5,"In Relationship",2,8,"Low"
7618,22,"Male","Graduate","UAE",4.8,"TikTok",7.1,6,"Complicated",2,9,"Low"
3104,20,"Female","Undergraduate","Mexico",6.8,"Instagram",7.4,6,"Single",3,8,"High"
4881,20,"Female","Undergraduate","UK",4.3,"LINE",8.2,8,"In Relationship",2,5,"Moderate"
6260,21,"Male","Undergraduate","USA",5.2,"Instagram",8.5,6,"Single",4,8,"High"
3038,19,"Female","Undergraduate","Japan",4.1,"Instagram",8.3,8,"Single",3,5,"Moderate"
2125,20,"Male","Undergraduate","Paraguay",4.5,"WhatsApp",7.4,4,"Single",2,7,"Moderate"
5108,22,"Male","Graduate","Switzerland",4.5,"TikTok",8.1,7,"In Relationship",2,8,"Low"
7975,21,"Male","Graduate","Hong Kong",5.6,"Instagram",6.1,8,"Single",2,8,"Moderate"
3918,20,"Female","Undergraduate","Turkey",6.1,"Instagram",8.5,5,"Single",3,8,"High"
323,22,"Male","Graduate","Maldives",3.4,"Facebook",6.7,6,"Single",2,7,"Low"
1622,18,"Male","High School","South Korea",3.5,"Instagram",5.9,8,"In Relationship",4,7,"Low"
6850,22,"Male","Graduate","Mexico",3.4,"Facebook",9.1,6,"In Relationship",4,8,"Low"
6573,19,"Female","Undergraduate","Turkey",3.1,"Instagram",8.2,6,"Single",2,9,"Low"
6550,18,"Male","High School","Japan",5.4,"Instagram",6.1,5,"Single",2,4,"Moderate"
1932,19,"Female","Undergraduate","Spain",3.6,"VKontakte",6.6,7,"Single",3,8,"Moderate"
7418,21,"Male","Graduate","Netherlands",6.7,"Facebook",6.3,7,"Single",4,7,"Moderate"
8550,19,"Female","Undergraduate","Bangladesh",6.9,"WeChat",6.6,7,"Single",4,4,"High"
1005,19,"Female","Undergraduate","UAE",4.7,"Instagram",6.5,8,"Single",4,8,"High"
7857,20,"Female","Undergraduate","Netherlands",2.8,"TikTok",6.8,8,"Single",3,5,"Moderate"
5418,21,"Male","Graduate","France",4.4,"Instagram",8,6,"Single",2,8,"Low"
9916,21,"Male","Graduate","Brazil",4.6,"WhatsApp",7.3,6,"Single",1,9,"Low"
6171,19,"Female","Undergraduate","Japan",5.6,"Instagram",6.5,7,"In Relationship",2,4,"High"
9136,20,"Male","Undergraduate","Maldives",6.4,"Instagram",7.7,8,"In Relationship",2,8,"High"
8517,21,"Female","Undergraduate","Argentina",5.4,"Twitter",7.2,6,"In Relationship",3,8,"High"
8827,19,"Female","Undergraduate","India",5.6,"WhatsApp",8.9,5,"Single",4,7,"High"
4630,19,"Female","Undergraduate","Turkey",6.1,"YouTube",5.7,5,"In Relationship",2,7,"High"
2132,21,"Male","Graduate","India",6.1,"Instagram",7.2,6,"In Relationship",3,7,"Moderate"
9422,21,"Female","Undergraduate","India",4.2,"TikTok",5.3,6,"Single",2,7,"Moderate"
1697,22,"Male","Graduate","China",3.1,"TikTok",7.3,5,"Single",3,8,"Low"
1028,22,"Male","Graduate","Turkey",4.9,"Instagram",4.6,5,"Single",3,8,"High"
1071,20,"Female","Undergraduate","Turkey",3,"Instagram",8.9,6,"Single",4,7,"Moderate"
8449,20,"Female","Undergraduate","Singapore",5.7,"TikTok",7.5,5,"Single",3,7,"High"
9876,19,"Female","Undergraduate","Malaysia",6.2,"TikTok",8.2,8,"In Relationship",1,8,"Moderate"
8940,21,"Male","Undergraduate","India",7.2,"Facebook",7.5,4,"Single",4,7,"High"
5819,21,"Male","Graduate","Pakistan",6.3,"Instagram",5.5,7,"Single",3,4,"High"
1219,22,"Male","Graduate","Armenia",4.3,"TikTok",6.1,6,"In Relationship",3,5,"Low"
3665,21,"Male","Graduate","Japan",3.4,"Instagram",5.7,5,"Single",3,7,"Moderate"
2115,20,"Female","Undergraduate","Denmark",4.8,"TikTok",5.7,6,"In Relationship",2,6,"High"
8525,22,"Male","Graduate","Japan",4.8,"Instagram",5.5,7,"Single",5,3,"Moderate"
9231,22,"Male","Graduate","Latvia",3.7,"LINE",7,6,"In Relationship",4,5,"Low"
8646,19,"Female","Undergraduate","USA",4.7,"Twitter",5.8,8,"Single",4,5,"High"
6882,24,"Female","Graduate","Italy",5.5,"TikTok",6.5,7,"Single",2,8,"Moderate"
5135,20,"Female","Undergraduate","South Korea",7.5,"Instagram",6.9,5,"In Relationship",4,7,"High"
8232,20,"Female","Undergraduate","Netherlands",5.3,"Instagram",5,6,"Single",2,5,"High"
4963,22,"Male","Graduate","South Korea",4.3,"WhatsApp",7.8,6,"In Relationship",3,6,"Low"
5446,21,"Male","Graduate","Iraq",6.9,"Facebook",6.5,6,"In Relationship",3,7,"Moderate"
7208,20,"Female","Undergraduate","Switzerland",6.2,"TikTok",5.8,6,"In Relationship",2,5,"High"
6604,21,"Male","Graduate","Turkey",4,"Instagram",8,6,"Single",2,8,"Low"
8893,22,"Male","Graduate","Australia",5.1,"TikTok",7.3,6,"In Relationship",4,3,"Low"
2622,19,"Female","High School","Spain",5.7,"Facebook",8.3,6,"In Relationship",2,7,"Low"
